name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
etaNegative[1],0.0092,0.0017,0.004,0.0031,0.009,0.016,5.2,1.2e-05,1.3
etaNegative[2],0.005,0.0018,0.0029,0.00031,0.0055,0.0093,2.6,6e-06,2.0
etaNegative[3],0.065,0.0032,0.014,0.042,0.064,0.091,20.0,4.7e-05,1.1
etaNegative[4],0.0083,0.00079,0.0034,0.003,0.0081,0.014,19.0,4.3e-05,1.1
etaNegative[5],0.02,0.0006,0.0061,0.0099,0.02,0.03,106.0,0.00024,1.0
etaNegative[6],0.012,0.0015,0.0029,0.0058,0.013,0.016,3.7,8.4e-06,1.9
etaNegative[7],0.004,8.6e-05,0.0021,0.00091,0.0041,0.0078,600.0,0.0014,1.0
etaNegative[8],0.0034,0.0018,0.0029,0.0004,0.0022,0.0089,2.5,5.8e-06,2.1
etaNegative[9],0.0081,0.00033,0.0056,0.00068,0.0075,0.018,292.0,0.00067,1.0
etaNegative[10],0.014,0.00061,0.0062,0.004,0.014,0.024,102.0,0.00023,1.0
etaNegative[11],0.0044,0.0017,0.0026,0.00014,0.0049,0.0081,2.5,5.9e-06,2.1
etaNegative[12],0.019,0.0011,0.0041,0.013,0.018,0.026,15.0,3.4e-05,1.1
etaNegative[13],0.029,0.0016,0.016,0.0082,0.028,0.053,100.0,0.00023,1.1
etaNegative[14],0.014,0.0011,0.0023,0.0095,0.014,0.017,4.5,1e-05,1.3
etaNegative[15],0.0099,0.0013,0.0051,0.0034,0.009,0.02,15.0,3.5e-05,1.1
etaNegative[16],0.021,0.0076,0.012,0.00088,0.025,0.035,2.3,5.3e-06,2.6
etaNegative[17],0.0066,0.002,0.0031,0.00085,0.0075,0.01,2.4,5.5e-06,2.4
etaNegative[18],0.022,0.0013,0.007,0.011,0.022,0.034,28.0,6.3e-05,1.2
etaNegative[19],0.019,0.00021,0.0039,0.013,0.019,0.025,347.0,0.0008,1.0
etaNegative[20],0.0017,0.00064,0.0012,0.00042,0.0013,0.0041,3.4,7.9e-06,1.6
etaNegative[21],0.0042,0.0011,0.0023,0.0013,0.0037,0.0088,4.3,9.9e-06,1.4
etaNegative[22],0.0025,0.00025,0.0014,0.00045,0.0024,0.0048,32.0,7.3e-05,1.1
etaNegative[23],0.0057,0.0016,0.0033,0.0019,0.0049,0.012,4.1,9.5e-06,1.4
etaNegative[24],0.0066,0.0031,0.0055,0.0012,0.0046,0.018,3.0,7e-06,2.0
etaNegative[25],0.0024,0.00065,0.0022,0.00018,0.0019,0.0067,11.0,2.6e-05,1.1
etaNegative[26],0.0048,0.0018,0.0031,0.0015,0.0038,0.011,3.0,6.9e-06,1.7
etaNegative[27],0.0062,0.00021,0.0017,0.0036,0.0061,0.009,61.0,0.00014,1.1
etaNegative[28],0.0099,0.0058,0.0087,0.0027,0.0057,0.028,2.2,5.1e-06,3.1
etaNegative[29],0.0057,0.00022,0.002,0.0025,0.0056,0.009,80.0,0.00018,1.0
etaNegative[30],0.017,0.0057,0.0092,0.0013,0.019,0.031,2.6,6.1e-06,2.0
etaNegative[31],0.017,0.00038,0.0031,0.012,0.017,0.022,69.0,0.00016,1.0
etaNegative[32],0.029,0.00028,0.0038,0.023,0.03,0.035,190.0,0.00044,1.0
etaNegative[33],0.00069,0.00016,0.0009,6.3e-05,0.00046,0.0021,31.0,7.1e-05,1.1
etaNegative[34],0.0063,0.002,0.0037,0.0024,0.0052,0.014,3.4,7.9e-06,1.6
etaNegative[35],0.00042,2.1e-05,0.00044,3e-05,0.00028,0.0012,436.0,0.001,1.0
etaNegative[36],0.0063,0.00021,0.002,0.0032,0.0063,0.0098,86.0,0.0002,1.0
etaNegative[37],0.0014,0.0002,0.00074,0.00061,0.0013,0.0029,13.0,3e-05,1.2
etaNegative[38],0.0013,0.00052,0.0012,0.00037,0.00097,0.0034,5.7,1.3e-05,1.3
etaNegative[39],0.0047,0.00028,0.0015,0.0027,0.0046,0.0072,30.0,7e-05,1.1
etaNegative[40],0.0083,0.00058,0.0027,0.0045,0.008,0.013,21.0,4.9e-05,1.1
etaNegative[41],0.0092,0.00059,0.0039,0.0022,0.0094,0.016,45.0,0.0001,1.1
etaNegative[42],0.0064,0.00044,0.0029,0.0017,0.0064,0.011,43.0,9.9e-05,1.1
etaNegative[43],0.015,0.0003,0.0081,0.0056,0.014,0.031,723.0,0.0017,1.0
etaNegative[44],0.099,0.016,0.058,0.032,0.086,0.22,13.0,2.9e-05,1.1
etaNegative[45],0.0064,0.0036,0.0058,0.00028,0.0073,0.015,2.5,5.8e-06,2.2
etaNegative[46],0.0012,0.00035,0.00082,0.00036,0.00096,0.0027,5.5,1.3e-05,1.3
etaNegative[47],0.062,0.0047,0.016,0.036,0.062,0.089,12.0,2.7e-05,1.1
etaNegative[48],0.086,0.017,0.034,0.028,0.091,0.13,3.9,8.9e-06,1.5
etaNegative[49],0.0088,0.0026,0.0062,0.0031,0.0071,0.022,5.8,1.3e-05,1.6
etaNegative[50],0.034,0.0016,0.0071,0.021,0.035,0.045,21.0,4.8e-05,1.1
etaNegative[51],0.0045,7.9e-05,0.0012,0.0027,0.0045,0.0066,245.0,0.00056,1.0
etaNegative[52],0.062,0.017,0.031,0.014,0.064,0.11,3.3,7.7e-06,1.6
etaNegative[53],0.0053,0.0021,0.0035,0.0017,0.0039,0.012,2.6,6.1e-06,2.0
etaNegative[54],0.085,0.0015,0.013,0.065,0.086,0.11,73.0,0.00017,1.0
